product_id,brand,weight,cpu,cpu_series,cpu_model,cpu_cache,freq,freq_bound,gpu,gpu_model,gpu_size,HDD,SSD,screen_size,screen_acc,port_vga,port_hdmi,port_thunderbolt,port_serial,usb3,usb2,usb4,usbc,battery,os,ram,ram_kind,price
dkp-5183780,lenovo,1.66,Intel,Corei5,1135G7,8000000,2.4,2.8,NVIDIA,GeForceMX450,2000000000,1000000000000,128000000000,15.0,FullHD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,22490000
dkp-3508370,huawei,1.32,Intel,Corei5,10210U,6000000,1.6_4.2,2.8,NVIDIA,GeForceMX250,2000000000,0,512000000000,13,2160x1440,0,1,0,0,1,0,0,1,0,0,8000000000,LPDDR3,22380000
dkp-5085923,lenovothinkpad,1.75,Intel,Corei5,10210U,6000000,1.8,2.8,AMD,RadeonRX640,2000000000,1000000000000,0,14,FullHD,0,1,0,0,2,1,0,1,0,0,16000000000,DDR4,22300000
dkp-3700189,lenovothinkpad,1.75,Intel,Corei5,10210U,6000000,1.6UPTO4.2,_2.0,AMD,RX640GDDR5128BIT,2000000000,1000000000000,128000000000,14,FullHD,0,1,0,0,2,1,0,1,0,0,8000000000,DDR4,22300000
dkp-4888700,huawei,1.38,Intel,Corei5,10210U,6000000,1.6,2.8,Intel,GeForceMX250,2000000000,0,512000000000,14,FullHD,0,1,0,0,1,1,0,1,0,MicrosoftWindows10,8000000000,DDR4,22190000
dkp-5249804,lenovo,1.66,Intel,Corei5,1135G7,8000000,2.4,2.8,NVIDIA,GeForceMX4502000000000GDDR6,2000000000,0,512000000000,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,22000000
dkp-3975161,asus,1.9,Intel,Corei5,10210U,6000000,1.6UPTO4.2,_2.0,NVIDIA,GeforceMX230,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,21960000
dkp-4878098,lenovo,1.5,Intel,Corei5,1135G7,8000000,4.2,2.8,Intel,IntegratedIntelIrisXeGraphics,0,0,256000000000,14,FullHD,0,1,0,0,1,0,0,1,0,MicrosoftWindows10,8000000000,DDR4,21950000
dkp-3975393,asus,1.9,Intel,Corei5,10210U,6000000,1.6UPTO4.2,_2.0,NVIDIA,GeforceMX230,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,21840000
dkp-4053416,unknown,1.7,Intel,Corei5,1035G1,6000000,1.0UPTO3.6,_2.0,AMD,Radeon630,2000000000,1000000000000,128000000000,15.6,FullHD,0,1,0,0,2,1,0,1,0,0,8000000000,DDR4,21700000
dkp-3433084,asus,1.7,Intel,Corei5,1035ّG1,6000000,1.0_3.6,2.8,NVIDIA,MX110,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,1,2,0,1,0,Boot,8000000000,DDR4,21700000
dkp-4310296,acer,2.2,AMD,Ryzen7,3700U,4000000,2.1UPTO3.7,2.8,AMD,VEGA8,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,21600000
dkp-5114083,lenovo,1.85,Intel,Corei5,1035G1,6000000,1.0,2.8,NVIDIA,GeforceMX330,2000000000,1000000000000,128000000000,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,21500000
dkp-3994614,lenovo,1.7,Intel,Corei5,1035G1,6000000,1.0UPTO3.6,_2.0,AMD,Radeon630,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,1,0,0,16000000000,DDR4,21500000
dkp-4877190,asus,1.9,Intel,Corei5,10210U,6000000,1.6_4.2,2.8,NVIDIA,GEFORCEMX110,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,1,2,0,1,0,0,12000000000,DDR4,21500000
dkp-4421236,lenovo,1.9,Intel,Corei5,10210U,6000000,1.6,2.8,AMD,RadeonRX640,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,1,0,0,8000000000,DDR4,21499000
dkp-2905622,lenovo,2.2,Intel,Corei5,10210U,6000000,1.6_4.2,2.8,NVIDIA,GeforceMX130,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,21310000
dkp-2897028,lenovo,2.2,Intel,Corei5,10210U,6000000,1.6UPTO4.2,_2.0,NVIDIA,MX130,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,4000000000,DDR4,21000000
dkp-1092742,microsoft,1.25,Intel,Corei5,IntelCorei5QuadCore8thGeneration(8250U),6000000,1.7_3.4,_2.0,Intel,IntelUHDGraphics620,0,0,256000000000,13.5,2256x1504,0,0,0,0,1,0,0,0,0,MicrosoftWindows10,8000000000,DDR3,20990000
dkp-5072347,asus,2,Intel,Corei5,1035G1,6000000,1.0,2.8,NVIDIA,GeforceMX130,2000000000,1000000000000,0,15.6,FullHD,0,0,0,0,0,2,0,1,0,0,8000000000,DDR4,21150000
dkp-3441470,huawei,1.62,AMD,Ryzen5,3500U,4000000,2.1_3.7,2.2_2.5,AMD,RadeonVega8,2000000000,1000000000000,256000000000,15.6,FullHD,0,1,0,0,1,1,0,1,0,0,8000000000,DDR4,20500000
dkp-3694797,lenovothinkpad,1.75,Intel,Corei5,10210U,6000000,1.6UPTO4.2,_2.0,AMD,RX640GDDR5,2000000000,1000000000000,0,14,FullHD,0,1,0,0,2,1,0,1,0,0,8000000000,DDR4,20390000
dkp-3094745,hp,2.04,Intel,Corei5,10210U,6000000,1.6_4.2,_2.0,NVIDIA,GeForce,4000000000,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,20240000
dkp-4194474,hp,1.8,AMD,Ryzen5,3500U,6000000,2.1,2.8,AMD,RadeonVega8,2000000000,1000000000000,5400,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,20200000
dkp-1942731,lenovo,2.1,Intel,Corei5,8250U,6000000,1.6UPTO3.4,_2.0,NVIDIA,MX110,2000000000,1000000000000,0,15.6,HD,0,1,0,0,1,1,0,0,0,0,4000000000,DDR4,20100000
dkp-3105250,hp,2.04,Intel,Corei5,10210U,6000000,1.6UPTO4.2,_2.0,NVIDIA,MX130,4000000000,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,20200000
dkp-4205442,lenovo,2.2,AMD,Ryzen5,3500U,4000000,2.1UPTO3.7,2.8,AMD,VEGA8,2000000000,1000000000000,256000000000,15.6,HD,0,1,0,0,2,0,0,0,0,0,12000000000,DDR4,19900000
dkp-5088365,asus,1.8,Intel,Corei5,1035G1,6000000,1.0,2.8,NVIDIA,GeforceMX130,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,1,2,0,1,0,0,8000000000,DDR4,19840000
dkp-4868088,lenovo,1.75,Intel,Corei5,10210U,6000000,1.6_4.2,2.8,NVIDIA,GeforceMX130,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,19980000
dkp-2451388,lenovo,1.7,Intel,Corei5,10210U,6000000,1.6Upto4.2,_2.0,AMD,RADEON620,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,1,0,0,8000000000,DDR4,19800000
dkp-4934636,asus,1.8,Intel,Corei3,1115G4,6000000,3_4.10,2.8,NVIDIA,GeforceMX330,2000000000,1000000000000,256000000000,15.6,FullHD,0,1,0,0,1,2,0,1,0,0,8000000000,DDR4,19870000
dkp-3920166,asus,1.8,Intel,Corei5,1035G1,6000000,1.0UPTO3.6,_2.0,NVIDIA,MX110,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,1,2,0,1,0,0,8000000000,DDR4,19350000
dkp-3793443,hp,1.8,AMD,Ryzen5,2500U,4000000,2.0,2.8,AMD,RadeonVegaGraphics,1000000000,1000000000000,240000000000,15.6,FullHD,0,1,0,0,2,1,0,0,0,Boot,16000000000,DDR4,19228000
dkp-3436861,asus,1.7,Intel,Corei3,1005G1,4000000,1.2_3.4,2.8,NVIDIA,GeForce,2000000000,1000000000000,1000000000000,15.6,FullHD,0,1,0,0,2,1,0,1,0,0,8000000000,DDR4,19000000
dkp-2036593,lenovo,2.2,AMD,Ryzen5,R5,4000000,2.1UPTO3.7,2.0_2.2,AMD,RadeonRXVega8,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,18990000
dkp-3409565,asus,1.7,Intel,Corei5,1035G1,6000000,-1,-1,NVIDIA,GeForce,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,0,0,0,0,0,0,4000000000,DDR4,18940000
dkp-2449795,hp,1.43,Intel,Corei3,7100U,3000000,2.4,-1,Intel,IntelHDGraphics620,0,0,128000000000,14,HD,0,1,0,0,2,0,0,1,0,MicrosoftWindows10,4000000000,DDR4,18900000
dkp-3706425,acer,2.1,Intel,Corei5,1035G1,-1,-1,-1,NVIDIA,GeforceMX330,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,0,0,0,0,0,0,8000000000,DDR4,18850000
dkp-4887677,hp,1.75,Intel,Corei5,1135G7,8000000,_4.2,2.8,NVIDIA,GeforceMX350,2000000000,0,256000000000,15.6,HD,0,1,0,0,0,0,0,1,0,0,4000000000,DDR4,18700000
dkp-5242929,lenovo,2.2,AMD,Ryzen5,3500U,4000000,2.1UPTO3.7,2.8,AMD,IntegratedAMDRadeonVega8Graphics,2000000000,1000000000000,256000000000,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,16000000000,DDR4,18430000
dkp-2441682,hp,2.2,Intel,Corei3,7100U,3000000,2.4,-1,Intel,IntelHDGraphics620,0,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,MicrosoftWindows10,4000000000,DDR4,18375000
dkp-3327078,hp,1.8,AMD,Ryzen5,2500U,-1,-1,2.8,AMD,RadeonVegaGraphics,1000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,Boot,12000000000,DDR4,18100000
dkp-2538161,lenovo,2.2,AMD,Ryzen5,R5,4000000,2.1UPTO3.7,2.0_2.2,AMD,AMDRadeonRXVega8,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,0,0,1,0,0,12000000000,DDR4,17852200
dkp-3951069,lenovo,2.1,AMD,Ryzen5,3500U,4000000,2.1UPTO3.7,2.0_2.2,AMD,VEGA8,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,0,0,0,0,0,8000000000,DDR4,17550000
dkp-5155589,lenovo,1.75,AMD,Ryzen5,3500U,4000000,2.1_3.7,2.8,AMD,IntegratedAMDRadeonVega8Graphics,0,0,256000000000,15.6,FullHD,0,1,0,0,0,0,0,0,0,MicrosoftWindows10,8000000000,DDR4,17500000
dkp-5243834,lenovo,1.75,Intel,Corei3,1005G1,4000000,2.1Upto4.1,2.8,NVIDIA,GeforceMX330,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,17400000
dkp-5243051,unknown,2.2,AMD,Ryzen5,3500U,4000000,2.1UPTO3.7,2.8,AMD,IntegratedAMDRadeonVega8Graphics,2000000000,1000000000000,256000000000,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,17290000
dkp-5150077,lenovo,1.7,Intel,Corei3,1115G4,6000000,3.0,2.8,Intel,UHDGraphics,0,0,512000000000,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,12000000000,DDR4,17250000
dkp-3576805,lenovo,2.2,Intel,Corei3,10110U,4000000,2.1UPTO4.1,2.0_2.2,NVIDIA,MX130,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,0,0,1,0,0,4000000000,DDR4,17030000
dkp-4356912,hp,2.0,AMD,Ryzen5,3500U,4000000,2.10_3.70,2.8,AMD,RadeonVega8,2000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,16990000
dkp-3327134,hp,1.8,AMD,Ryzen5,2500U,-1,-1,2.8,AMD,RadeonVegaGraphics,1000000000,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,Boot,8000000000,DDR4,16900000
dkp-4886217,asus,2,Intel,Corei3,1005G1,4000000,1.2,2.8,NVIDIA,GeforceMX130,2000000000,1000000000000,0,15.6,FullHD,0,0,0,0,0,2,0,1,0,0,4000000000,DDR4,16620000
dkp-4065969,hp,1.8,AMD,BristolRidge,A9,1000000,3.0UPTO3.7,2.8,AMD,RadeonR5M530,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,4000000000,DDR4,16600000
dkp-5243833,lenovo,1.75,Intel,Corei3,1005G1,4000000,2.1Upto4.1,2.8,NVIDIA,GeforceMX330,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,16590000
dkp-4460123,dell,1.84,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,IntelUHD,0,1000000000000,250000000000,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,16549000
dkp-5184362,dell,1.5,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,IntelUHDGraphics,0,1000000000000,250000000000,14,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,16434050
dkp-5150075,lenovo,1.7,Intel,Corei3,1115G4,6000000,3.0,2.8,Intel,UHDGraphics,0,0,512000000000,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,16250000
dkp-5270204,acer,2.1,Intel,Corei3,1005G1,4000000,3.4,2.0_2.2,NVIDIA,mx330,2000000000,1000000000000,0,15.6,FullHD,1,1,0,0,2,1,0,0,0,0,4000000000,DDR4,16200000
dkp-2062874,lenovo,2.19,AMD,Ryzen5,3500U,4000000,2.10_3.70,2.8,AMD,RadeonVega8,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,16182000
dkp-3932337,unknown,2.2,AMD,Ryzen5,Ryzen53500U,4000000,2.1,2.0_2.2,AMD,AmdIntegrated,0,1000000000000,0,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,16182000
dkp-5243571,lenovo,1.75,Intel,Corei3,1005G1,4000000,2.1Upto4.1,2.8,NVIDIA,GeforceMX330,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,4000000000,DDR4,15990000
dkp-4988318,hp,2.2,Intel,Corei3,1115G4,6000000,1.7,2.8,Intel,Integrated620,0,0,256000000000,15.6,HD,0,1,0,0,3,0,0,1,0,0,8000000000,DDR4,15980000
dkp-2897696,lenovo,2.1,Intel,Corei3,8130U,4000000,2.2,2.0_2.2,NVIDIA,GeforceMX110,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,0,0,0,0,MicrosoftWindows10,4000000000,DDR4,15900000
dkp-3433146,asus,1.9,Intel,Corei3,1005G1,4000000,1.2_3.4,_2.0,Intel,gpu_model,0,1000000000000,0,15.6,FullHD,0,1,0,0,1,2,0,1,0,Boot,4000000000,DDR4,15830000
dkp-5071016,lenovo,1.75,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,UHDGraphics,0,1000000000000,256000000000,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,15800000
dkp-3727454,hp,2,AMD,Ryzen3,2200U,4000000,2.5_3.4,2.5_2.8,AMD,Radeon,1000000000,1000000000000,250000000000,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,15750000
dkp-2062048,lenovo,2.19,AMD,Ryzen5,3500U,4000000,2.10_3.70,2.8,AMD,RadeonVega8,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,0,0,1,0,0,4000000000,DDR4,15717000
dkp-4946656,lenovo,1.5,AMD,Ryzen3,4300U,4000000,2.7,2.8,AMD,IntegratedAMDRadeonGraphics,512000000,0,128000000000,14,FullHD,0,1,0,0,2,0,1,1,0,0,4000000000,DDR4,15714000
dkp-3405844,lenovo,2.05,Intel,Corei3,8130U,4000000,2.2UPTO3.4,2.2_2.5,AMD,RADEON430,2000000000,1000000000000,0,15.6,HD,0,1,0,0,1,1,0,0,0,0,12000000000,DDR4,15700000
dkp-5134569,lenovo,1.6,AMD,Ryzen3,3250U,4000000,2.6,2.8,AMD,VEGA3,0,1000000000000,128000000000,14,HD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,15600000
dkp-5122394,lenovo,2.5,AMD,Ryzen3,3200U,4000000,2.6,2.5_2.8,AMD,IntegratedAMDRadeonVega3Graphics,512000000,1000000000000,128000000000,15.6,HD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,15600000
dkp-3822815,lenovo,1.75,Intel,Pentium,PentiumGold6405U,2000000,2.4,2.2_2.5,NVIDIA,MX130,2000000000,1000000000000,128000000000,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,15500000
dkp-5059952,lenovo,1.75,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,UHDGraphics,0,1000000000000,256000000000,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,15500000
dkp-5070800,lenovoideapad,1.75,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,UHDGraphics,0,1000000000000,128000000000,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,15300000
dkp-1937254,lenovo,2.1,AMD,BristolRidge,A6,-1,-1,-1,AMD,Radeon,512000000,1000000000000,0,15.6,HD,0,1,0,0,0,0,0,0,0,MicrosoftWindows10,8000000000,DDR4,15199000
dkp-5133383,lenovo,1.6,AMD,Ryzen3,3250U,4000000,2.6,2.8,AMD,VEGA3,0,1000000000000,256000000000,14,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,15100000
dkp-5150080,lenovo,1.7,Intel,Corei3,1115G4,6000000,3.0,2.8,Intel,UHDGraphics,0,1000000000000,0,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,12000000000,DDR4,15100000
dkp-5150076,lenovo,1.7,Intel,Corei3,1115G4,6000000,3.0,2.8,Intel,UHDGraphics,0,0,256000000000,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,12000000000,DDR4,15050000
dkp-4019488,dell,1.84,Intel,Corei3,1005G1,4000000,1.2_3.4,2.8,Intel,Intel,0,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,15029000
dkp-4022371,lenovo,2.1,Intel,Corei3,8130U,4000000,2.2,2.0_2.2,Intel,Intel,0,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,MicrosoftWindows10,12000000000,DDR4,14990000
dkp-3834094,dell,1.5,Intel,Corei3,10thNEWGenprocessorIntel(R)Core(TM)i3,4000000,3.40,2.8,Intel,IntelUHDGraphicsG1,0,1000000000000,0,14,HD,0,1,0,0,2,0,0,0,0,0,8000000000,DDR4,14867500
dkp-5243757,lenovo,1.75,Intel,Corei3,1005G1,4000000,1.2_3.4,2.8,Intel,UHDGraphics,0,1000000000000,256000000000,15.6,HD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,14700000
dkp-5062128,lenovo,1.85,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,UHDGraphics,0,1000000000000,256000000000,15.6,HD,0,1,0,0,3,0,0,0,0,0,8000000000,DDR4,14600000
dkp-3279659,acer,2.2,AMD,Ryzen3,3200U,4000000,2.6UPTO3.5,2.5_2.8,AMD,VEGA3,0,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,14500000
dkp-5243754,lenovo,1.75,Intel,Corei3,1005G1,4000000,1.2_3.4,2.8,Intel,UHDGraphics,0,1000000000000,256000000000,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,14500000
dkp-2897803,lenovo,2.2,Intel,Corei3,10110U,4000000,2.1_4.1,2.8,Intel,Intel,0,1000000000000,0,15.6,HD,0,1,0,0,2,0,0,1,0,0,12000000000,DDR4,14500000
dkp-5243138,lenovo,2.2,AMD,Ryzen3,3200U,4000000,2.6,2.8,AMD,IntegratedAMDRadeonVega3Graphics,512000000,1000000000000,128000000000,15.6,HD,0,1,0,0,2,0,0,0,0,0,12000000000,DDR4,14440000
dkp-2283784,lenovo,2.2,AMD,Ryzen5,(AMDRyzen53500U(4C,4000000,2.1,2.8,AMD,IntegratedRadeonVega8,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,0,0,1,0,0,4000000000,DDR4,14400000
dkp-5150079,lenovo,1.7,Intel,Corei3,1115G4,6000000,3.0,2.8,Intel,UHDGraphics,0,1000000000000,0,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,14300000
dkp-5150074,lenovo,1.7,Intel,Corei3,1115G4,6000000,3.0,2.8,Intel,UHDGraphics,0,0,256000000000,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,14200000
dkp-5133482,lenovo,1.6,AMD,Ryzen3,3250U,4000000,2.6,2.8,AMD,VEGA3,0,1000000000000,0,14,HD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,14200000
dkp-5243756,lenovo,1.75,Intel,Corei3,1005G1,4000000,1.2_3.4,2.8,Intel,UHDGraphics,0,1000000000000,128000000000,15.6,HD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,14190000
dkp-5059953,lenovo,1.75,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,UHDGraphics,0,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,14100000
dkp-5062127,lenovo,1.85,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,UHDGraphics,0,1000000000000,128000000000,15.6,HD,0,1,0,0,3,0,0,0,0,0,8000000000,DDR4,14000000
dkp-5059923,lenovo,1.75,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,UHDGraphics,0,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,13900000
dkp-5243753,lenovo,1.75,Intel,Corei3,1005G1,4000000,1.2_3.4,2.8,Intel,UHDGraphics,0,1000000000000,128000000000,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,13900000
dkp-4898079,lenovo,1.9,Intel,Corei3,10110U,4000000,2.10UPTO4.10,_2.0,Intel,Integrated620,0,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,1,0,0,4000000000,DDR4,13899000
dkp-5157101,lenovo,1.87,AMD,Ryzen3,3250,4000000,2.6_3.5,2.8,AMD,VEGA3,2000000000,1000000000000,128000000000,15.0,HD,0,1,0,0,2,1,0,0,0,MicrosoftWindows10,8000000000,DDR4,13890000
dkp-4877515,asus,2,Intel,Corei3,1005,4000000,1.2,2.8,Intel,UHDGraphics620,0,1000000000000,0,15.6,FullHD,0,0,0,0,0,2,0,1,0,0,4000000000,DDR4,13940000
dkp-4331681,acer,2.2,Intel,Corei3,1005,4000000,2.2,2.0_2.2,NVIDIA,GeforceMX330,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,4000000000,DDR4,13800000
dkp-3445694,lenovo,2.2,AMD,BristolRidge,AMDA6,1000000,2.60,2.5_2.8,AMD,Radeon530,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,13700000
dkp-3998949,lenovo,2.1,Intel,Corei3,8130U,4000000,2.2UPTO3.4,2.2_2.5,Intel,UHD620,0,1000000000000,0,15.6,FullHD,0,1,0,0,1,1,0,0,0,MicrosoftWindows10,4000000000,DDR4,13700000
dkp-3395686,lenovo,2.2,Intel,Corei3,10110U,4000000,2.1UPTO4.1,2.0_2.2,Intel,IntelUHD,0,1000000000000,0,15.6,HD,0,1,0,0,2,0,0,1,0,0,8000000000,DDR4,13700000
dkp-4887479,hp,1.78,Intel,Corei3,1115G4,6000000,1.7,2.8,Intel,Integrated620,0,0,256000000000,15.6,HD,0,1,0,0,2,0,0,1,0,0,4000000000,DDR4,13700000
dkp-3822652,lenovo,1.75,Intel,Pentium,PentiumGold6405U,2000000,2.4,2.2_2.5,NVIDIA,MX130,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,13600000
dkp-4413757,lenovo,1.8,Intel,Corei3,1005G1,4000000,2.1_3.4,2.8,Intel,IntegratedIntelUHDGraphics,0,1000000000000,0,15.6,FullHD,0,1,0,0,2,1,0,1,0,0,4000000000,DDR4,13500000
dkp-4894834,lenovo,2.2,AMD,Ryzen3,3200U,4000000,2.6,2.8,AMD,IntegratedAMDRadeonVega3Graphics,512000000,0,128000000000,15.6,HD,0,1,0,0,2,0,0,1,0,Boot,4000000000,DDR4,13450000
dkp-5150078,lenovo,1.7,Intel,Corei3,1115G4,6000000,3.0,2.8,Intel,UHDGraphics,0,1000000000000,0,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,4000000000,DDR4,13350000
dkp-5149661,lenovo,1.7,Intel,Corei3,1115G4,6000000,3.0,2.8,Intel,UHDGraphics,0,0,256000000000,15.6,FullHD,0,1,0,0,2,0,0,1,0,0,4000000000,DDR4,13300000
dkp-886819,asus,1.90,Intel,Corei3,7020U,3000000,2.3,2.2_2.5,Intel,UHDGraphics620,0,1000000000000,0,15.6,FullHD,0,1,0,0,1,2,0,0,0,0,4000000000,DDR4,13250000
dkp-5062129,lenovo,1.85,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,UHDGraphics,0,1000000000000,0,15.6,HD,0,1,0,0,3,0,0,0,0,0,12000000000,DDR4,13100000
dkp-5134070,lenovo,1.6,AMD,Ryzen3,3250U,4000000,2.6_3.5,2.8,AMD,VEGA3,0,1000000000000,0,14,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,13100000
dkp-3998847,lenovo,2.1,Intel,Corei3,8130U,4000000,2.2UPTO3.4,2.2_2.5,Intel,UHD620,0,1000000000000,0,15.6,HD,0,1,0,0,1,1,0,0,0,MicrosoftWindows10,4000000000,DDR4,12999000
dkp-5243755,lenovo,1.75,Intel,Corei3,1005G1,4000000,1.2_3.4,2.8,Intel,UHDGraphics,0,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,12000000000,DDR4,12990000
dkp-5243740,lenovo,1.75,Intel,Corei3,1005G1,4000000,1.2_3.4,2.8,Intel,UHDGraphics,0,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,12900000
dkp-1964396,lenovo,2.1,AMD,BristolRidge,AMDA6,1000000,2.6,2.5_2.8,AMD,AMDRadeon5302000000000GDDR5,2000000000,1000000000000,0,15.6,HD,0,1,0,0,2,1,0,0,0,0,8000000000,DDR4,12800000
dkp-4536071,lenovo,1.6,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,IntelUHD,0,1000000000000,0,14,FullHD,0,1,0,0,2,1,0,0,0,0,4000000000,DDR4,12730000
dkp-5157100,lenovo,1.87,AMD,Ryzen3,3250,4000000,2.6_3.5,2.8,AMD,VEGA3,2000000000,1000000000000,0,15.0,HD,0,1,0,0,0,0,0,0,0,MicrosoftWindows10,8000000000,DDR4,12690000
dkp-5062069,lenovo,1.85,Intel,Corei3,1005G1,4000000,1.2,2.8,Intel,UHDGraphics,0,1000000000000,0,15.6,HD,0,1,0,0,3,0,0,0,0,0,8000000000,DDR4,12500000
dkp-2598359,acer,2.1,Intel,Corei3,8145U,4000000,2.10_3.9,2.8,Intel,HDGraphics620,0,1000000000000,0,15.6,HD,0,1,0,0,1,2,0,0,0,0,4000000000,DDR4,12500000
